"Relatório de Faturamento"
Período;"2026-01-01 a 2026-12-31"
"Base temporal";due
Cliente;Todos
Status;Todos

Cliente;Documento;Descrição;Emissão;Vencimento;Status;"Valor Original";Juros;"Valor Atualizado";"Valor Pago"
"Amanda Sanches Bittencourt";037.175.763-20;"Possimus eius et ut.";30/03/2026;22/04/2026;Pendente;15.807,05;4.734,71;20.541,76;0,00
"Jácomo Uchoa Carrara Filho";554.884.889-61;"Eligendi cumque qui vero aut.";15/03/2026;22/04/2026;Pendente;5.367,18;1.884,63;7.251,81;0,00
"Srta. Vanessa Ivana Valência Jr.";440.277.246-26;"Aut nihil eos.";07/04/2026;22/04/2026;Pendente;17.947,78;9.630,85;27.578,63;0,00
"Sr. Aaron Victor Batista Jr.";356.342.479-59;"Sed exercitationem cum architecto.";17/03/2026;22/04/2026;Pendente;18.013,51;824,58;18.838,09;0,00
"Flávio Pontes Madeira";180.731.826-29;"Similique modi fugiat culpa et in.";02/04/2026;22/04/2026;Pendente;18.858,66;8.002,75;26.861,41;0,00
"Dr. Heloise Sandra Uchoa";438.227.029-06;"Dolor aut nihil error.";25/02/2026;22/04/2026;Pendente;19.135,38;2.082,23;21.217,61;0,00
"Natan Denis Oliveira Sobrinho";264.612.171-07;"Incidunt assumenda autem tenetur soluta.";21/02/2026;22/04/2026;Pendente;13.195,60;6.108,34;19.303,94;0,00
"Sra. Mia Pontes Gomes Jr.";254.353.316-16;"Qui eligendi reprehenderit.";01/04/2026;22/04/2026;Pendente;8.817,68;1.573,73;10.391,41;0,00
"Sr. Mário Burgos";737.422.556-60;"Ullam quae vitae.";04/04/2026;22/04/2026;Pendente;18.082,21;4.137,90;22.220,11;0,00
"Dr. Emerson Uchoa Esteves Filho";493.995.698-06;"Aut aut magni voluptas.";28/02/2026;22/04/2026;Pendente;17.427,34;5.299,89;22.727,23;0,00
"Jerônimo Diogo Prado";584.273.912-62;"Aperiam aliquam fugiat.";24/02/2026;22/04/2026;Pendente;471,56;35,76;507,32;0,00
"Srta. Patrícia Fidalgo Pedrosa";266.201.392-61;"Dolorem ipsa in.";27/02/2026;22/04/2026;Pendente;8.755,38;1.637,21;10.392,59;0,00
"Maurício Amaral Santana";119.407.147-44;"Repellat qui eum corrupti omnis sed.";02/04/2026;22/04/2026;Pendente;275,00;129,91;404,91;0,00
"Sr. Robson Saraiva";072.722.708-76;"Sed quisquam placeat.";03/04/2026;22/04/2026;Pendente;11.649,30;6.809,24;18.458,54;0,00
"Sr. Jean Fonseca";356.822.446-76;"Aperiam excepturi dolorem assumenda.";23/02/2026;22/04/2026;Pendente;9.568,08;4.429,13;13.997,21;0,00
"Sra. Louise Barreto";792.542.337-04;"Velit dolorem vel autem.";08/03/2026;22/04/2026;Pendente;2.734,70;595,26;3.329,96;0,00
"Joaquin Santana Santiago Sobrinho";138.634.305-28;"Eligendi eaque iure.";25/03/2026;22/04/2026;Pendente;317,21;160,22;477,43;0,00
"Gabi Zamana da Rosa";090.797.295-57;"Et voluptatem culpa.";01/04/2026;22/04/2026;Pendente;2.989,60;322,62;3.312,22;0,00
"Dr. Mateus Rodrigo Arruda";960.670.593-92;"Eos sed et inventore veritatis.";19/03/2026;22/04/2026;Pendente;4.475,10;590,64;5.065,74;0,00
"Srta. Samanta Serna";759.005.430-88;"Blanditiis voluptatibus quidem et deleniti illo.";04/03/2026;22/04/2026;Pendente;19.447,47;10.368,26;29.815,73;0,00
"Dr. Denis Ferreira";893.741.467-22;"Aut vitae aspernatur atque.";03/04/2026;22/04/2026;Pendente;17.368,25;3.363,43;20.731,68;0,00
"Guilherme Rocha Furtado";565.055.200-06;"Vel nemo architecto odio labore ipsa.";18/03/2026;22/04/2026;Pendente;14.045,79;1.389,61;15.435,40;0,00
"Sr. Manuel da Cruz Brito Jr.";742.912.562-04;"Alias maxime corrupti voluptate.";17/03/2026;22/04/2026;Pendente;3.032,59;475,85;3.508,44;0,00
"Ariane Noa Beltrão";001.627.500-26;"Quo voluptas quis.";05/03/2026;22/04/2026;Pendente;490,87;35,07;525,94;0,00
"Sra. Marina Neves Ferminiano Neto";866.905.696-32;"Nesciunt praesentium adipisci rerum reprehenderit.";26/03/2026;22/04/2026;Pendente;5.114,01;554,18;5.668,19;0,00
"Dr. Dayane Delgado";163.326.009-88;"Quo placeat ut impedit qui.";31/03/2026;22/04/2026;Pendente;8.554,58;2.355,06;10.909,64;0,00
"Valentin Madeira Jr.";859.611.412-09;"Nam quia assumenda repellat.";26/03/2026;22/04/2026;Pendente;3.984,02;1.332,49;5.316,51;0,00
"Rosana Rosa Sobrinho";572.403.735-53;"Impedit ut sit eligendi quasi.";19/03/2026;22/04/2026;Pendente;18.784,60;9.126,56;27.911,16;0,00
"Dr. Lucas Batista Benez";916.360.552-12;"Quaerat minima ipsam ducimus.";06/03/2026;22/04/2026;Pendente;8.629,03;3.941,71;12.570,74;0,00
"Sr. Robson Saraiva";072.722.708-76;"Doloremque voluptas id vel quam.";31/03/2026;22/04/2026;Pendente;16.402,53;9.221,10;25.623,63;0,00
"Miguel Felipe Ramos Jr.";564.000.380-12;"Eveniet libero ut maiores.";25/03/2026;22/04/2026;Pendente;8.253,49;1.341,25;9.594,74;0,00
"Sr. Mateus Thales Mendonça Sobrinho";505.727.421-32;"Reiciendis reiciendis repellat aliquid.";09/03/2026;22/04/2026;Pendente;7.628,77;1.955,70;9.584,47;0,00
"Gean Emanuel Delvalle Filho";051.369.486-52;"Saepe repellat nihil.";13/03/2026;22/04/2026;Pendente;12.061,15;3.435,61;15.496,76;0,00
"Léia Daniela Neves";491.402.571-86;"Non nulla minima id.";01/04/2026;22/04/2026;Pendente;7.318,10;2.417,26;9.735,36;0,00
"Dr. Michael Ferreira";789.230.403-56;"Consequatur deserunt pariatur quibusdam quisquam perspiciatis.";03/04/2026;22/04/2026;Pendente;3.229,76;1.025,19;4.254,95;0,00
"Sr. George Filipe Pena";955.789.714-56;"Et sint aliquam ut rem.";23/03/2026;22/04/2026;Pendente;5.595,76;1.014,56;6.610,32;0,00
"Cecília Paula Santana Neto";435.837.494-31;"Facilis nostrum voluptatem dicta.";20/03/2026;22/04/2026;Pendente;17.413,51;1.428,32;18.841,83;0,00
"Mariah Teles";377.688.925-69;"Quo eos ea omnis atque.";19/03/2026;22/04/2026;Pendente;19.377,34;1.324,93;20.702,27;0,00
"Dr. Thiago Sandro Santacruz";252.277.670-74;"Ea sed nihil ex.";24/02/2026;22/04/2026;Pendente;4.069,34;1.766,88;5.836,22;0,00
"Sr. Inácio Perez Reis Jr.";192.422.198-14;"Distinctio minima numquam.";07/03/2026;22/04/2026;Pendente;3.537,25;1.030,81;4.568,06;0,00
"Victor Espinoza";383.805.365-08;"Nam quod ullam.";26/02/2026;22/04/2026;Pendente;7.469,24;1.151,17;8.620,41;0,00
"Dr. Mário Montenegro";941.956.350-81;"Molestiae ducimus quo aut et.";07/04/2026;22/04/2026;Pendente;14.784,68;8.537,23;23.321,91;0,00
"Noa Casanova Valdez";798.451.671-62;"Qui accusantium nobis est velit.";23/02/2026;22/04/2026;Pendente;13.166,70;5.537,15;18.703,85;0,00
"Carol Aragão Montenegro";560.989.539-51;"Laboriosam ducimus recusandae.";28/02/2026;22/04/2026;Pendente;14.475,92;1.066,05;15.541,97;0,00
"Dr. Tiago Valdez";888.063.470-43;"Sequi soluta molestias.";24/02/2026;22/04/2026;Pendente;13.073,47;4.501,77;17.575,24;0,00
"Srta. Norma Santana Leon Filho";416.396.083-93;"Non facere dolorum aut hic.";06/04/2026;22/04/2026;Pendente;14.146,82;604,94;14.751,76;0,00
"Srta. Marília Sanches Martines Sobrinho";984.218.472-47;"Qui eum qui quo distinctio est.";10/03/2026;22/04/2026;Pendente;18.318,16;2.891,39;21.209,55;0,00
"Júlio Gian Maia";997.705.524-35;"Expedita saepe rerum eum.";01/04/2026;22/04/2026;Pendente;9.420,66;3.077,67;12.498,33;0,00
"Fábio Pedrosa Zamana Sobrinho";643.262.519-29;"Consequuntur rerum consequatur.";28/02/2026;22/04/2026;Pendente;10.038,20;2.306,91;12.345,11;0,00
"Reinaldo Escobar";619.660.588-88;"Provident perferendis quas.";14/03/2026;22/04/2026;Pendente;3.327,65;1.192,92;4.520,57;0,00
"Antonella Pereira";571.824.178-72;"Dolorem et aut suscipit corrupti.";07/04/2026;22/04/2026;Pendente;5.130,56;947,22;6.077,78;0,00
"Srta. Késia Carvalho Rios Neto";832.041.557-25;"Aliquam porro praesentium harum.";06/03/2026;22/04/2026;Pendente;6.126,56;1.419,92;7.546,48;0,00
"Dr. Lucio Salazar Sobrinho";559.512.447-92;"Modi et numquam asperiores ut.";20/03/2026;22/04/2026;Pendente;6.553,11;2.239,44;8.792,55;0,00
"Srta. Alexa Vieira Valente";832.361.317-36;"Repellat molestiae porro quos molestias.";29/03/2026;22/04/2026;Pendente;2.562,87;411,70;2.974,57;0,00
"Cristian Rodolfo de Freitas Filho";415.519.196-74;"Sed consequatur et sed necessitatibus.";22/03/2026;22/04/2026;Pendente;15.208,88;5.055,20;20.264,08;0,00
"Dr. Regina Ferminiano Sobrinho";794.883.903-28;"Enim sed dolor architecto dolorum quia.";23/03/2026;22/04/2026;Pendente;5.238,57;2.762,74;8.001,31;0,00
"Sra. Patrícia Cecília Fonseca Jr.";614.435.613-03;"Deserunt perspiciatis sequi amet voluptatem.";03/04/2026;22/04/2026;Pendente;9.147,44;5.121,08;14.268,52;0,00
"Benedito Escobar";253.971.528-93;"Eos dolores in pariatur unde.";01/03/2026;22/04/2026;Pendente;11.164,90;6.107,49;17.272,39;0,00
"Dr. Alessandro Rangel Neto";114.403.713-01;"Rerum maxime consequatur maxime.";12/03/2026;22/04/2026;Pendente;17.112,40;3.600,90;20.713,30;0,00
"Benedito Alan Alves Filho";365.441.424-44;"Illo aut nihil perspiciatis velit.";27/02/2026;22/04/2026;Pendente;2.363,96;412,99;2.776,95;0,00
"Deivid Verdara Lutero Filho";925.694.567-43;"Neque est dolore eveniet totam.";06/03/2026;22/04/2026;Pendente;9.659,68;1.328,08;10.987,76;0,00
"Thiago Pablo Rocha Filho";154.563.353-88;"Dolor magni minus quas.";01/03/2026;22/04/2026;Pendente;1.167,13;281,93;1.449,06;0,00
"Sr. Manuel da Cruz Brito Jr.";742.912.562-04;"Illum possimus ut nihil dolorum.";13/03/2026;22/04/2026;Pendente;6.819,90;2.720,50;9.540,40;0,00
"Sra. Thalissa Elizabeth Saito Filho";132.301.068-46;"Voluptatem quidem ut cupiditate.";23/03/2026;22/04/2026;Pendente;4.925,04;2.263,41;7.188,45;0,00
"Agustina Sepúlveda Valentin Neto";392.051.266-22;"Cupiditate deserunt qui et sapiente.";03/03/2026;22/04/2026;Pendente;17.147,56;1.566,33;18.713,89;0,00
"Srta. Renata Guerra Barreto Jr.";357.875.263-51;"Enim nihil praesentium quibusdam qui.";14/03/2026;22/04/2026;Pendente;4.014,86;616,91;4.631,77;0,00
"Sra. Cristina Fidalgo Filho";340.688.742-36;"Ut eius voluptas illum.";19/03/2026;22/04/2026;Pendente;11.487,08;3.059,01;14.546,09;0,00
"Daniel Antônio Burgos Sobrinho";417.013.807-94;"Assumenda hic voluptatem tenetur aut esse.";21/03/2026;22/04/2026;Pendente;13.099,31;4.952,22;18.051,53;0,00
"Sra. Estela Neves Teles Sobrinho";773.415.974-74;"Porro minus sed.";16/03/2026;22/04/2026;Pendente;19.463,66;6.550,21;26.013,87;0,00
"Sr. Edilson Jonas Queirós Jr.";917.279.837-01;"Accusantium omnis quod itaque aut nemo.";19/03/2026;22/04/2026;Pendente;6.751,66;4.066,73;10.818,39;0,00
"Dr. Camilo Burgos";092.903.072-19;"Reiciendis sed enim vel minus soluta.";02/04/2026;22/04/2026;Pendente;19.626,34;9.712,72;29.339,06;0,00
"Dr. Breno Ferreira Ramos";338.752.495-63;"Deleniti sint consequuntur magni.";22/02/2026;22/04/2026;Pendente;6.744,51;2.810,69;9.555,20;0,00
"Cláudia Benez Gonçalves Jr.";278.861.567-28;"Aspernatur ratione nemo non voluptas.";26/02/2026;22/04/2026;Pendente;3.598,42;748,54;4.346,96;0,00
"Sr. Heitor Santacruz";290.269.593-51;"Placeat velit iste ducimus.";13/03/2026;22/04/2026;Pendente;18.257,17;6.979,91;25.237,08;0,00
"Dr. Eunice Stefany Fontes";218.725.224-37;"Adipisci saepe repellat recusandae.";24/03/2026;22/04/2026;Pendente;7.103,05;1.081,54;8.184,59;0,00
"Milene Mascarenhas Neto";198.018.953-87;"Neque et ea molestiae.";25/03/2026;22/04/2026;Pendente;18.971,62;7.721,25;26.692,87;0,00
"Dr. Tessália Lovato";973.165.521-42;"Qui rerum mollitia dolor omnis.";07/04/2026;22/04/2026;Pendente;2.823,67;778,77;3.602,44;0,00
"Pâmela Dias Bonilha";911.450.336-12;"Consectetur enim et deleniti.";24/02/2026;22/04/2026;Pendente;128,52;39,87;168,39;0,00
"Srta. Suellen Lutero";434.346.919-27;"Quo veritatis dolore suscipit.";31/03/2026;22/04/2026;Pendente;17.956,72;7.994,08;25.950,80;0,00
"Alma Cordeiro Beltrão";084.229.639-29;"Placeat commodi laborum in.";24/03/2026;22/04/2026;Pendente;13.118,46;668,49;13.786,95;0,00
"Manoela Silvana Furtado Neto";481.897.390-68;"Sed odit nostrum veniam.";30/03/2026;22/04/2026;Pendente;6.871,74;1.727,63;8.599,37;0,00
"Dr. Victor Luan Molina Sobrinho";264.926.138-57;"Reiciendis minima sint officiis et.";31/03/2026;22/04/2026;Pendente;14.404,83;2.591,30;16.996,13;0,00
"Kléber Benjamin Bittencourt Filho";224.187.485-70;"Ipsum unde praesentium.";20/03/2026;22/04/2026;Pendente;5.910,05;1.355,33;7.265,38;0,00
"Dr. Manoela Verônica Delvalle Filho";456.467.436-86;"Sunt consequatur sequi saepe minima.";29/03/2026;22/04/2026;Pendente;13.163,99;1.325,95;14.489,94;0,00
"Regiane Matias Jr.";327.029.065-47;"Quos quasi ipsa dolorem cumque.";01/04/2026;22/04/2026;Pendente;15.201,38;8.236,24;23.437,62;0,00
"Daniel Zamana Benites";562.746.565-35;"Laborum alias et veritatis.";09/03/2026;22/04/2026;Pendente;11.286,30;2.932,54;14.218,84;0,00
"Juliane Duarte Jr.";846.810.770-93;"Quo reiciendis rerum.";14/03/2026;22/04/2026;Pendente;4.707,66;207,38;4.915,04;0,00
"Igor Fonseca";382.501.028-04;"Quos enim ut.";06/03/2026;22/04/2026;Pendente;4.790,34;1.437,29;6.227,63;0,00
"Dr. Esther Sanches";879.644.559-19;"Est animi saepe nam reprehenderit itaque.";04/04/2026;22/04/2026;Pendente;11.420,30;4.010,12;15.430,42;0,00
"Jasmin Micaela Serrano Jr.";967.074.665-46;"Reiciendis tempora quis amet fugiat.";06/03/2026;22/04/2026;Pendente;15.891,26;7.622,57;23.513,83;0,00
"Srta. Hortência Ferreira Azevedo Sobrinho";341.359.632-62;"Et sit nobis hic.";30/03/2026;22/04/2026;Pendente;19.697,80;5.176,85;24.874,65;0,00
"Rogério Lutero Velasques";329.588.198-97;"Dolor beatae qui earum aut aut.";26/02/2026;22/04/2026;Pendente;5.879,68;1.005,07;6.884,75;0,00
"Benedito Cervantes Maldonado Jr.";208.721.593-97;"Error voluptate cum quas sit corporis.";23/03/2026;22/04/2026;Pendente;4.083,76;2.053,38;6.137,14;0,00
"Adriele Aragão Cervantes Sobrinho";731.498.349-55;"Itaque dolor vel cum omnis.";15/03/2026;22/04/2026;Pendente;3.961,83;333,73;4.295,56;0,00
"Antonella Fonseca Rangel";987.231.564-33;"Eveniet nam aspernatur fugiat delectus id.";04/03/2026;22/04/2026;Pendente;160,60;28,81;189,41;0,00
"Sra. Paola Rafaela Escobar Sobrinho";288.601.635-28;"Rerum eum quia quas porro.";04/04/2026;22/04/2026;Pendente;2.342,42;1.391,40;3.733,82;0,00
"Sr. Adriano Abreu Filho";361.916.565-32;"Voluptatem aut non.";06/04/2026;22/04/2026;Pendente;19.887,37;4.473,55;24.360,92;0,00
"Dr. Janaina Cruz";381.470.278-61;"Et placeat ex libero quos.";22/03/2026;22/04/2026;Pendente;17.978,44;4.796,63;22.775,07;0,00
"Tiago Branco";024.638.979-94;"Quibusdam reiciendis minus porro.";05/04/2026;22/04/2026;Pendente;12.538,95;2.178,78;14.717,73;0,00
"Sra. Naiara Marés Ferreira";404.559.162-01;"Velit delectus facere.";23/03/2026;22/04/2026;Pendente;4.473,04;2.452,07;6.925,11;0,00
"Antonella Fonseca Rangel";987.231.564-33;"Quod dolor rerum laboriosam nobis accusantium.";14/03/2026;22/04/2026;Pendente;14.007,16;4.837,90;18.845,06;0,00
"Sr. Joaquin Corona Martines Neto";318.752.196-52;"Exercitationem iusto sint ipsa est.";06/03/2026;23/04/2026;Pendente;17.999,96;1.088,00;19.087,96;0,00
"Renato Emerson Rosa Neto";126.077.751-48;"Quia tenetur aut odit consectetur.";15/03/2026;23/04/2026;Pendente;19.382,38;8.126,09;27.508,47;0,00
"Thalia Ortiz Benites Sobrinho";742.687.754-11;"Non fugiat expedita consequuntur cumque.";24/03/2026;23/04/2026;Pendente;18.150,67;6.474,77;24.625,44;0,00
"Júlio Rodolfo Benites Jr.";787.994.780-98;"Delectus ullam soluta minus aut.";04/03/2026;23/04/2026;Pendente;11.671,28;2.064,97;13.736,25;0,00
"Jaqueline Valência Leal Sobrinho";045.886.499-53;"Nisi quia voluptas voluptatem.";14/03/2026;23/04/2026;Pendente;6.496,44;3.717,77;10.214,21;0,00
"Manuela Soares Serna";025.461.029-58;"Fugiat quo voluptas.";28/03/2026;23/04/2026;Pendente;2.737,13;1.416,95;4.154,08;0,00
"Simon Solano Gil Filho";492.377.700-71;"Tempora ut placeat non quasi.";03/03/2026;23/04/2026;Pendente;9.713,40;1.332,93;11.046,33;0,00
"Dr. Verônica Sandra Urias";483.676.495-50;"Amet autem rerum eum et earum.";03/04/2026;23/04/2026;Pendente;10.657,27;3.564,49;14.221,76;0,00
"Ariana Furtado";182.524.393-23;"Unde iusto quas et quia.";10/03/2026;23/04/2026;Pendente;16.456,45;9.150,32;25.606,77;0,00
"Srta. Ohana Pontes Soares";334.395.880-46;"Qui distinctio consequatur tempore.";20/03/2026;23/04/2026;Pendente;11.056,43;2.364,26;13.420,69;0,00
"Natan Matos Burgos Sobrinho";365.987.478-70;"Dignissimos non enim optio.";16/03/2026;23/04/2026;Pendente;8.094,36;3.854,13;11.948,49;0,00
"Srta. Thalissa de Aguiar Jr.";914.774.991-47;"Similique aliquid aut.";25/02/2026;23/04/2026;Pendente;17.568,62;10.331,49;27.900,11;0,00
"Dr. Benício Arruda Fontes";288.117.499-43;"Aut suscipit recusandae.";11/03/2026;23/04/2026;Pendente;14.058,71;3.066,91;17.125,62;0,00
"Dr. Aline Ortiz";253.332.984-58;"Debitis qui id dicta.";04/03/2026;23/04/2026;Pendente;1.191,80;62,79;1.254,59;0,00
"Sophie Souza Galhardo Jr.";436.540.496-82;"Ut reprehenderit libero.";27/03/2026;23/04/2026;Pendente;9.224,62;3.242,66;12.467,28;0,00
"Srta. Karen da Silva Jr.";405.369.064-39;"Unde suscipit voluptatem deserunt.";03/04/2026;23/04/2026;Pendente;10.496,35;2.697,71;13.194,06;0,00
"Cristiana Batista Filho";348.782.707-66;"Neque voluptatem aut voluptas deserunt.";16/03/2026;23/04/2026;Pendente;18.428,27;2.203,30;20.631,57;0,00
"Dayane Ariane Beltrão";546.090.634-92;"Qui nemo maiores veniam.";30/03/2026;23/04/2026;Pendente;14.958,62;2.114,14;17.072,76;0,00
"Dr. Allan Sandoval";999.682.658-67;"Nihil et est nihil excepturi dolorem.";13/03/2026;23/04/2026;Pendente;18.457,42;6.786,71;25.244,13;0,00
"Dr. Fátima Grego de Aguiar Neto";511.091.383-76;"Possimus sed repellat.";24/03/2026;23/04/2026;Pendente;13.044,41;3.963,83;17.008,24;0,00
"Srta. Hortência Quintana";800.966.365-86;"Facere est excepturi vel ut.";23/03/2026;23/04/2026;Pendente;7.391,72;2.944,48;10.336,20;0,00
"Miguel Felipe Ramos Jr.";564.000.380-12;"Adipisci aut expedita.";06/04/2026;23/04/2026;Pendente;15.119,52;3.908,24;19.027,76;0,00
"Melinda Regiane Campos Jr.";971.637.976-11;"Blanditiis sequi aut magni pariatur provident.";27/03/2026;23/04/2026;Pendente;15.656,38;4.023,91;19.680,29;0,00
"Srta. Marília Chaves Queirós";967.886.953-55;"Assumenda exercitationem corrupti facere et.";14/03/2026;23/04/2026;Pendente;15.082,22;7.833,37;22.915,59;0,00
"Francisco Evandro Carrara Neto";453.285.923-92;"Corrupti aut dolor ad deserunt et.";08/04/2026;23/04/2026;Pendente;480,52;245,76;726,28;0,00
"Dr. Maitê Urias Jr.";770.396.605-84;"Non sapiente alias sunt corrupti.";08/04/2026;23/04/2026;Pendente;8.419,57;3.976,28;12.395,85;0,00
"Dr. Kauan Domingues Sandoval";329.284.342-85;"Tempore necessitatibus voluptas qui.";03/04/2026;23/04/2026;Pendente;8.983,88;5.251,49;14.235,37;0,00
"Gilberto Ávila";044.554.798-65;"Nemo dolor cupiditate officia.";25/02/2026;23/04/2026;Pendente;6.500,44;966,36;7.466,80;0,00
"Andréia Chaves Soto Neto";425.595.338-98;"Rem consequatur id dolore voluptatem.";09/03/2026;23/04/2026;Pendente;7.744,68;2.059,20;9.803,88;0,00
"Dr. Aurora Estrada";982.174.718-57;"Non dolore quis aut rerum.";31/03/2026;23/04/2026;Pendente;9.653,82;4.839,44;14.493,26;0,00
"Ayla Soto";107.610.905-01;"Quisquam voluptatem assumenda sed est atque.";24/02/2026;23/04/2026;Pendente;19.400,75;7.174,26;26.575,01;0,00
"Kauan Caldeira Filho";389.436.471-96;"Quis voluptatum sed temporibus explicabo sit.";18/03/2026;23/04/2026;Pendente;8.571,65;2.131,58;10.703,23;0,00
"Dr. Francisco Saulo Abreu Filho";254.065.362-90;"Reiciendis corporis facere odit et.";04/03/2026;23/04/2026;Pendente;13.486,84;3.466,31;16.953,15;0,00
"Sr. Inácio Adriano Azevedo Neto";218.214.714-58;"Corporis incidunt nobis placeat et ipsa.";04/04/2026;23/04/2026;Pendente;8.926,76;3.291,69;12.218,45;0,00
"Isadora Flor Espinoza Neto";546.464.035-75;"Iure voluptates placeat explicabo.";23/03/2026;23/04/2026;Pendente;1.143,60;399,63;1.543,23;0,00
"Noa Ferminiano Ávila Filho";766.080.677-95;"Assumenda saepe modi autem.";16/03/2026;23/04/2026;Pendente;8.136,33;352,02;8.488,35;0,00
"Marcelo de Souza";834.316.146-71;"Facere veritatis voluptatem tempora culpa.";06/04/2026;23/04/2026;Pendente;14.478,30;1.228,54;15.706,84;0,00
"Srta. Alice Colaço Cordeiro";244.902.294-85;"Debitis magni voluptatem.";04/03/2026;23/04/2026;Pendente;11.792,97;3.054,16;14.847,13;0,00
"Alice Valéria Bittencourt";104.129.278-76;"Nisi est autem temporibus blanditiis.";31/03/2026;23/04/2026;Pendente;18.977,70;8.264,61;27.242,31;0,00
"Abgail Suelen de Arruda Filho";456.835.708-96;"Et et ex qui.";04/04/2026;23/04/2026;Pendente;8.030,25;3.637,44;11.667,69;0,00
"Marcos Ziraldo Padilha";338.791.348-14;"Fugit aut sed.";14/03/2026;23/04/2026;Pendente;3.759,35;1.384,27;5.143,62;0,00
"Sr. Mateus Thales Mendonça Sobrinho";505.727.421-32;"Blanditiis laudantium quaerat enim voluptatem.";01/03/2026;23/04/2026;Pendente;7.437,52;2.162,69;9.600,21;0,00
"Valentin Emanuel Bezerra Filho";388.135.562-17;"Excepturi temporibus qui modi et dicta.";24/02/2026;23/04/2026;Pendente;7.886,73;2.674,40;10.561,13;0,00
"Violeta Taís Delvalle Filho";521.979.062-31;"Molestiae et illo et libero nemo.";08/03/2026;23/04/2026;Pendente;19.287,96;11.455,93;30.743,89;0,00
"Srta. Mirella Marinho Galvão Neto";708.390.318-59;"Enim asperiores ipsum quod consequatur.";15/03/2026;23/04/2026;Pendente;4.503,64;1.580,79;6.084,43;0,00
"Jefferson Bernardo Medina Neto";114.754.639-65;"Doloremque dolores sunt sunt.";17/03/2026;23/04/2026;Pendente;9.324,31;3.585,61;12.909,92;0,00
"Wilson Beltrão Souza Filho";413.509.180-55;"Eius aut nulla voluptas.";06/03/2026;23/04/2026;Pendente;10.534,07;460,26;10.994,33;0,00
"Nádia Cervantes Serna";174.705.029-52;"Qui nisi fugiat.";22/02/2026;23/04/2026;Pendente;301,64;63,35;364,99;0,00
"Dr. Dayane Teles Cordeiro Filho";893.355.560-95;"Et quas libero qui nulla voluptatem.";01/03/2026;23/04/2026;Pendente;130,59;21,10;151,69;0,00
"Sebastião Paes Mendes Neto";618.039.640-48;"Nostrum quo et exercitationem porro optio.";26/02/2026;23/04/2026;Pendente;19.246,43;2.940,83;22.187,26;0,00
"Jefferson Bernardo Medina Neto";114.754.639-65;"Aliquid ipsa exercitationem suscipit.";27/03/2026;23/04/2026;Pendente;1.029,73;127,29;1.157,02;0,00
"Gabi Zamana da Rosa";090.797.295-57;"Aliquam libero delectus fugit.";09/03/2026;23/04/2026;Pendente;8.178,85;1.366,99;9.545,84;0,00
"Gilberto Adriano de Freitas Filho";487.221.927-61;"Qui quas eum.";06/03/2026;23/04/2026;Pendente;5.446,73;3.148,82;8.595,55;0,00
